created_at,text_clean,text_preprocessed,polarity_score,polarity
Mon Feb 10 10:16:04 +0000 2025,makan gratis mnding isinya bgini ga si,"['makan', 'gratis', 'mnding', 'isi', 'bgini', 'gak', '']",-3,negative
Mon Feb 10 10:15:51 +0000 2025,harusnya lo pada yang  itu yang sekarang paling mengkritisi kebijakan yang lo dukung ikn mangkrak pajak katanya gak jadi naik tapi ttp aja harga barang udh pada naik antri gas makan korban jiwa semua anggaran dipotong demi makan gratis yang gak tepat sasaran gila,"['kritisi', 'bijak', 'dukung', 'ikn', 'mangkrak', 'pajak', 'gak', 'ttp', 'harga', 'barang', 'udah', 'antri', 'gas', 'makan', 'korban', 'jiwa', 'anggar', 'potong', 'makan', 'gratis', 'gak', 'sasar', 'gila']",-6,negative
Mon Feb 10 10:15:16 +0000 2025,para emak emak juga protes dampak makan gratis bahan bahan makanan menjadi mahal,"['emak', 'emak', 'protes', 'dampak', 'makan', 'gratis', 'bahan', 'bahan', 'makan', 'mahal']",-11,negative
Mon Feb 10 10:13:13 +0000 2025,presiden ri jenderal tni purn h prabowo subianto telah menginisiasi program ketahanan pangan nasional dan makan bergizi gratis mbg melalui program asta cita untuk mendukung terwujudnya programprogram tersebut,"['presiden', 'ri', 'jenderal', 'tni', 'purn', 'h', 'prabowo', 'subianto', 'inisiasi', 'program', 'tahan', 'pangan', 'nasional', 'makan', 'gizi', 'gratis', 'mbg', 'program', 'asta', 'cita', 'dukung', 'wujud', 'programprogram']",8,positive
Mon Feb 10 10:12:04 +0000 2025,samasama makan gratis tapi ga motong anggaran sanasini,"['samasama', 'makan', 'gratis', 'gak', 'motong', 'anggar', 'sanasini']",3,positive
Mon Feb 10 10:10:18 +0000 2025,tweet ini perasaan video lama waktu msh ada yg modalin susu dgn harapan dpt proyek pengadaan susu di program makan siang gratis skrg juragan susunya mundur krn gk kebagian proyek di makan gratis,"['tweet', 'asa', 'video', 'modalin', 'susu', 'harap', 'proyek', 'susu', 'program', 'makan', 'siang', 'gratis', 'skrg', 'juragan', 'susu', 'mundur', 'gak', 'proyek', 'makan', 'gratis']",-15,negative
Mon Feb 10 10:09:39 +0000 2025,oke gas oke gas mereka ga butuh pinter yg penting dapat makan gratis,"['oke', 'gas', 'oke', 'gas', 'gak', 'butuh', 'pinter', 'makan', 'gratis']",-5,negative
Mon Feb 10 10:09:12 +0000 2025,dalam kondisi ekonomi morat marit begini sedikit bantuan makan siang gratis menjadi jeda dari kepenatan lihat video miqdadhusein,"['kondisi', 'ekonomi', 'morat', 'marit', 'bantu', 'makan', 'siang', 'gratis', 'jeda', 'penat', 'lihat', 'video', 'miqdadhusein']",4,positive
Mon Feb 10 10:06:37 +0000 2025,presiden ri jenderal tni purn h prabowo subianto telah menginisiasi program ketahanan pangan nasional dan makan bergizi gratis mbg melalui program asta cita untuk mendukung terwujudnya programprogram tersebut kapolri jenderal polisi drs listyo sigit,"['presiden', 'ri', 'jenderal', 'tni', 'purn', 'h', 'prabowo', 'subianto', 'inisiasi', 'program', 'tahan', 'pangan', 'nasional', 'makan', 'gizi', 'gratis', 'mbg', 'program', 'asta', 'cita', 'dukung', 'wujud', 'programprogram', 'kapolri', 'jenderal', 'polisi', 'drs', 'listyo', 'sigit']",8,positive
Mon Feb 10 10:04:10 +0000 2025,anggarannya abis buat makan siang gratis,"['anggar', 'habis', 'makan', 'siang', 'gratis']",3,positive
Mon Feb 10 10:01:16 +0000 2025,presiden prabowo tinjau langsung program makan bergizi gratis  lewat,"['presiden', 'prabowo', 'tinjau', 'langsung', 'program', 'makan', 'gizi', 'gratis']",6,positive
Mon Feb 10 10:01:05 +0000 2025,gemez presiden prabowo subianto melakukan sidak program makan bergizi gratis mbg di dua sd kedung jaya bogor senin  selain memeriksa makanan beliau juga ikut merasakan suasana belajar di kelas momen ini langsung jadi sorotan netizen banyak yang terharu dan kagum,"['gemez', 'presiden', 'prabowo', 'subianto', 'sidak', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'sd', 'kedung', 'jaya', 'bogor', 'senin', 'periksa', 'makan', 'beliau', 'suasana', 'ajar', 'kelas', 'momen', 'langsung', 'sorot', 'netizen', 'haru', 'kagum']",3,positive
Mon Feb 10 10:00:09 +0000 2025,sangat mulia hatimu presiden prabowo kebanggaan kita banyaknya warga yang kurang bergizi akhirnya mengganggu kecerdasan dengan program makan gratis yg bergizi semoga kwalitas sdm anak indonesia meningkat estafet yg mengisi bangsa kedepan adalah anak anak sekarang,"['mulia', 'hati', 'presiden', 'prabowo', 'bangga', 'warga', 'gizi', 'ganggu', 'cerdas', 'program', 'makan', 'gratis', 'gizi', 'moga', 'kwalitas', 'sdm', 'anak', 'indonesia', 'tingkat', 'estafet', 'isi', 'bangsa', 'anak', 'anak']",1,positive
Mon Feb 10 09:59:12 +0000 2025,makan bergizi gratis dibikin kerjasama dengan kegiatan csr perusahaan gini kayaknya malah lebih efektif dan bisa hemat anggaran,"['makan', 'gizi', 'gratis', 'bikin', 'kerjasama', 'giat', 'csr', 'usaha', 'gin', 'kayak', 'efektif', 'hemat', 'anggar']",6,positive
Mon Feb 10 09:59:01 +0000 2025,langkah ini bertujuan untuk memperkuat peran polri dalam mendukung program makan bergizi gratis serta mewujudkan swasembada pangan secara berkelanjutan polri siap  dengan maksimal berikan pelayanan kepada masyarakat,"['langkah', 'tuju', 'kuat', 'peran', 'polri', 'dukung', 'program', 'makan', 'gizi', 'gratis', 'wujud', 'swasembada', 'pangan', 'polri', 'maksimal', 'layan', 'masyarakat']",11,positive
Mon Feb 10 09:58:35 +0000 2025,btp tweet iye dong bansos makan busuk gratis itu wew banget banget,"['btp', 'tweet', 'iye', 'bansos', 'makan', 'busuk', 'gratis', 'wew', 'banget', 'banget']",-3,negative
Mon Feb 10 09:55:18 +0000 2025,atas nama efisiensi semua anggaran kementrian dan lembaga kena potong tapi efisiensi itu akan digunakan untuk hal pemborosan luar biasa mbg kalau mau diungkit janji kampanyenya perasaan janjinya bukan hanya makan gratis ada janji peningkatan kesejahteraan guruasn zonk,"['nama', 'efisiensi', 'anggar', 'tri', 'lembaga', 'kena', 'potong', 'efisiensi', 'boros', 'mbg', 'ungkit', 'janji', 'kampanye', 'asa', 'janji', 'makan', 'gratis', 'janji', 'tingkat', 'sejahtera', 'guruasn', 'zonk']",-5,negative
Mon Feb 10 09:54:18 +0000 2025,wujudkan generasi sehat dengan makan bergizi gratis  ️,"['wujud', 'generasi', 'sehat', 'makan', 'gizi', 'gratis', '']",2,positive
Mon Feb 10 09:33:47 +0000 2025,lumayan dapat makan siang gratis tiss tiss,"['lumayan', 'makan', 'siang', 'gratis', 'tiss', 'tiss']",-1,negative
Mon Feb 10 09:33:41 +0000 2025,bukan cuma anggaran untuk ikn tapi penggunaan listrik di lingkungan kantor pemerintahan juga di rampingkan ngerii nih makan gratis,"['anggar', 'ikn', 'listrik', 'lingkung', 'kantor', 'perintah', 'ramping', 'ngeri', 'makan', 'gratis']",-1,negative
Mon Feb 10 09:30:45 +0000 2025,momen prabowo tinjau makan bergizi gratis di sd bogor sempat intip siswa belajar,"['momen', 'prabowo', 'tinjau', 'makan', 'gizi', 'gratis', 'sd', 'bogor', 'intip', 'siswa', 'ajar']",1,positive
Mon Feb 10 09:30:17 +0000 2025,program makan bergizi gratis memberikan manfaat untuk memenuhi gizi nasional program ini bertujuan untuk meningkatkan gizi anakanak indonesia khususnya di daerah pedalaman yang rentan terhadap stunting dan malnutrisi,"['program', 'makan', 'gizi', 'gratis', 'manfaat', 'penuh', 'gizi', 'nasional', 'program', 'tuju', 'tingkat', 'gizi', 'anakanak', 'indonesia', 'daerah', 'rentan', 'stunting', 'malnutrisi']",1,positive
Mon Feb 10 09:29:43 +0000 2025,apalah gunanya makan siang gratis tp dana pendidikan d kurangin dan anggaran kesehatan jg d pangkas demi untuk makan siamg gratis anak yg d butuhkan org tua bisa memasak makanan bergizi buat anaknya harga d kendalikan dan lapangan kerja jg d tingkatkan hingga org tua bs masak,"['makan', 'siang', 'gratis', 'dana', 'didik', 'd', 'rangin', 'anggar', 'sehat', 'd', 'pangkas', 'makan', 'siamg', 'gratis', 'anak', 'd', 'butuh', 'orang', 'tua', 'masak', 'makan', 'gizi', 'anak', 'harga', 'd', 'kendali', 'lapang', 'kerja', 'd', 'tingkat', 'orang', 'tua', 'bs', 'masak']",6,positive
Mon Feb 10 09:28:35 +0000 2025,redsindo   fans rooney keknya,"['redsindo', 'fans', 'rooney', 'kek']",2,positive
Mon Feb 10 09:27:26 +0000 2025,usai meninjau pelaksanaan program makan bergizi gratis mbg di sdn kedung jaya  bogor presiden  subianto berkesempatan meninjau satuan pelayanan pemenuhan gizi sppg tanah sereal kota bogor pada senin  februari  di sana presiden prabowo berdialog dengan,"['tinjau', 'laksana', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'sdn', 'kedung', 'jaya', 'bogor', 'presiden', 'subianto', 'tinjau', 'layan', 'penuh', 'gizi', 'sppg', 'tanah', 'real', 'kota', 'bogor', 'senin', 'februari', 'presiden', 'prabowo', 'dialog']",6,positive
Mon Feb 10 09:27:00 +0000 2025,presiden ri jenderal tni purn h prabowo subianto telah menginisiasi program ketahanan pangan nasional dan makan bergizi gratis mbg melalui program asta cita,"['presiden', 'ri', 'jenderal', 'tni', 'purn', 'h', 'prabowo', 'subianto', 'inisiasi', 'program', 'tahan', 'pangan', 'nasional', 'makan', 'gizi', 'gratis', 'mbg', 'program', 'asta', 'cita']",2,positive
Mon Feb 10 09:26:59 +0000 2025,perkerja honorer dirumahkan anak makan gratis ortu makan promag anak makan sekali malamnya makan promag anak makan gratis ga ada uang buat lanjutkan pendidikan anak makan gratis ujungnya drop out krn ga mampu sekolahkan,"['kerja', 'honorer', 'rumah', 'anak', 'makan', 'gratis', 'ortu', 'makan', 'promag', 'anak', 'makan', 'malam', 'makan', 'promag', 'anak', 'makan', 'gratis', 'gak', 'uang', 'didik', 'anak', 'makan', 'gratis', 'ujung', 'drop', 'out', 'gak', 'sekolah']",1,positive
Mon Feb 10 09:25:48 +0000 2025,back  inismyname    ps     momen prabowo tinjau makan bergizi gratis di sd bogor sempat intip siswa belajar,"['back', 'inismyname', 'ps', 'momen', 'prabowo', 'tinjau', 'makan', 'gizi', 'gratis', 'sd', 'bogor', 'intip', 'siswa', 'ajar']",1,positive
Mon Feb 10 09:25:42 +0000 2025,apa gunanya makan siang gratis kalo semua bahan pokok mahal  org tua juga punya hak untuk belanja murah makan enak makan bergizi untuk dinikmati seluruh keluarga sehari semua ini sungguh tidak seimbang,"['makan', 'siang', 'gratis', 'kalo', 'bahan', 'pokok', 'mahal', 'orang', 'tua', 'hak', 'belanja', 'murah', 'makan', 'enak', 'makan', 'gizi', 'nikmat', 'keluarga', 'sungguh', 'imbang']",1,positive
Mon Feb 10 09:25:38 +0000 2025,adanya makan gratis bikin anak papua makin happy dan ceria terima kasih,"['makan', 'gratis', 'bikin', 'anak', 'papua', 'happy', 'ceria', 'terima', 'kasih']",11,positive
Mon Feb 10 09:24:45 +0000 2025,yantie om botak om botak liat nih ada yg belum kebagian makan gratis,"['yantie', 'botak', 'botak', 'liat', 'makan', 'gratis']",1,positive
Mon Feb 10 09:23:16 +0000 2025,i really want to have street sekai cus bayangin aja suasana kafe enak terus dapet makanminum gratis ditemenin para vocaloid aku bakal betah banget stay berjamjam ngerjain projek,"['i', 'really', 'want', 'to', 'have', 'street', 'seka', 'cus', 'bayangin', 'suasana', 'kafe', 'enak', 'dapet', 'makanminum', 'gratis', 'ditemenin', 'vocaloid', 'betah', 'banget', 'stay', 'berjamjam', 'ngerjain', 'projek']",2,positive
Mon Feb 10 09:22:45 +0000 2025,anak makan gratis di sekolah tapi nahan lapar di rumah karena kena efek efisiensi anggaran alias di rumahkan ortunya,"['anak', 'makan', 'gratis', 'sekolah', 'nahan', 'lapar', 'rumah', 'kena', 'efek', 'efisiensi', 'anggar', 'alias', 'rumah', 'ortunya']",4,positive
Mon Feb 10 09:22:14 +0000 2025,makan sehat anak kuat dukung generasi cerdas untuk indonesia emas bersama program gizi gratis,"['makan', 'sehat', 'anak', 'kuat', 'dukung', 'generasi', 'cerdas', 'indonesia', 'emas', 'program', 'gizi', 'gratis']",3,positive
Mon Feb 10 09:21:54 +0000 2025,daripada progam makan bergizi gratis bagaimana adakan program  rumah  angga yunanda tolong di acc ideku,"['progam', 'makan', 'gizi', 'gratis', 'adakan', 'program', 'rumah', 'angga', 'yunanda', 'tolong', 'acc', 'ide']",4,positive
Mon Feb 10 09:20:19 +0000 2025,program makan bergizi gratis adalah alasan utama buat senyum cerah anak papua hari ini,"['program', 'makan', 'gizi', 'gratis', 'alas', 'utama', 'senyum', 'cerah', 'anak', 'papua']",1,positive
Mon Feb 10 09:20:03 +0000 2025,ngapain lu disini makan siang gratis gua ga enak ya,"['makan', 'siang', 'gratis', 'gua', 'gak', 'enak', 'ya']",2,positive
Mon Feb 10 09:17:47 +0000 2025,ngak dapat bansos makan siang gratis ngak bisa cepat sedot septic tank dirumah,"['ngak', 'bansos', 'makan', 'siang', 'gratis', 'ngak', 'cepat', 'sedot', 'septic', 'tank', 'rumah']",3,positive
Mon Feb 10 09:16:44 +0000 2025,polri membuka program personel yang memiliki keahlian di bidang pertanian gizi dan kesehatan masyarakat polri mendukung program makan bergizi gratis mewujudkan swasembada pangan berkelanjutan polri siap  dengan maksimal berikan pelayanan kepada masyarakat,"['polri', 'buka', 'program', 'personel', 'milik', 'ahli', 'bidang', 'tani', 'gizi', 'sehat', 'masyarakat', 'polri', 'dukung', 'program', 'makan', 'gizi', 'gratis', 'wujud', 'swasembada', 'pangan', 'polri', 'maksimal', 'layan', 'masyarakat']",13,positive
Mon Feb 10 09:15:06 +0000 2025,kalau anggaran tdk mampu sampai mengorbankan yg lain dgn alasan efesiensi jgn dipaksa makan bergizi gratis butuh kemapanan apbn utk melaksanakannya cukup kurangi pengangguran agar org tua bisa memberi makan bergizi ke anaknya,"['anggar', 'korban', 'alas', 'efesiensi', 'paksa', 'makan', 'gizi', 'gratis', 'butuh', 'mapan', 'apbn', 'laksana', 'anggur', 'orang', 'tua', 'makan', 'gizi', 'anak']",-15,negative
Mon Feb 10 09:15:00 +0000 2025,iwapi dukung makan bergizi gratis demi target ekonomi,"['iwapi', 'dukung', 'makan', 'gizi', 'gratis', 'target', 'ekonomi']",4,positive
Mon Feb 10 09:14:38 +0000 2025,katanya desentralisasi dan otonomi khusus tapi yang dimenara gading sana seakan akan melihat kebutuhan dari sabang sampai merauke itu sama sama butuh makan bergizi gratis,"['desentralisasi', 'otonomi', 'khusus', 'menara', 'gading', 'butuh', 'sabang', 'merauke', 'butuh', 'makan', 'gizi', 'gratis']",-10,negative
Mon Feb 10 09:14:38 +0000 2025,sebanyak  siswa sd di kelurahan pulau pari kecamatan kepulauan seribu selatan menerima makan bergizi gratis mbg yang diselenggarakan ikatan wanita pengusaha indonesia iwapi,"['siswa', 'sd', 'lurah', 'pulau', 'pari', 'camat', 'pulau', 'ribu', 'selatan', 'terima', 'makan', 'gizi', 'gratis', 'mbg', 'selenggara', 'ikat', 'wanita', 'usaha', 'indonesia', 'iwapi']",1,positive
Mon Feb 10 09:14:26 +0000 2025,anak papua bisa senyum tiap saat berkat makan sehat gratis terima kasih,"['anak', 'papua', 'senyum', 'berkat', 'makan', 'sehat', 'gratis', 'terima', 'kasih']",8,positive
Mon Feb 10 09:14:18 +0000 2025,gak dulu bye bukannya makan gratis yang ada gue dijadiin makanan utama,"['gak', 'bye', 'makan', 'gratis', 'dijadiin', 'makan', 'utama']",-3,negative
Mon Feb 10 09:12:55 +0000 2025,presiden ri jenderal tni purn hprabowo subianto telah menginisiasi program ketahanan pangan nasional dan makan bergizi gratis mbg melalui program asta citapolri terus berinovasi untuk meningkatkan kualitas maksimal berikan pelayanan kepada masyarakat dan,"['presiden', 'ri', 'jenderal', 'tni', 'purn', 'hprabowo', 'subianto', 'inisiasi', 'program', 'tahan', 'pangan', 'nasional', 'makan', 'gizi', 'gratis', 'mbg', 'program', 'asta', 'citapolri', 'inovasi', 'tingkat', 'kualitas', 'maksimal', 'layan', 'masyarakat']",14,positive
Mon Feb 10 09:12:26 +0000 2025,kaga paham juga dah kenapa di highlight bgt itu makan gratis,"['kaga', 'paham', 'highlight', 'banget', 'makan', 'gratis']",1,positive
Mon Feb 10 09:10:14 +0000 2025,ingat ya ges tidak ada makan siang gratis di dunia in jadi keinget ini,"['ya', 'ges', 'makan', 'siang', 'gratis', 'dunia', 'in', 'keinget']",1,positive
Mon Feb 10 09:09:50 +0000 2025,program makan bergizi gratis di kabupaten purwakarta sppg siap penuhi kebutuhan gizi siswa,"['program', 'makan', 'gizi', 'gratis', 'kabupaten', 'purwakarta', 'sppg', 'penuh', 'butuh', 'gizi', 'siswa']",-2,negative
Mon Feb 10 09:09:37 +0000 2025,presiden prabowo subianto mengunjungi sdn kedung jaya  bogor kota bogor jawa barat kunjungannya tersebut untuk meninjau langsung pelaksanaan program makan bergizi gratis mbg prabowo disambut antusias anakanak sdn kedung jaya  bogor simak video selengkapnya hanya di,"['presiden', 'prabowo', 'subianto', 'unjung', 'sdn', 'kedung', 'jaya', 'bogor', 'kota', 'bogor', 'jawa', 'barat', 'kunjung', 'tinjau', 'langsung', 'laksana', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'prabowo', 'sambut', 'antusias', 'anakanak', 'sdn', 'kedung', 'jaya', 'bogor', 'simak', 'video', 'lengkap']",6,positive
Mon Feb 10 09:09:15 +0000 2025,sobat polisi‼️ kapolres bulukumba hadiri kegiatan uji coba makan bergizi gratis di desa bonto bulaeng,"['sobat', 'polisi', 'kapolres', 'bulukumba', 'hadir', 'giat', 'uji', 'coba', 'makan', 'gizi', 'gratis', 'desa', 'bonto', 'bulaeng']",1,positive
Mon Feb 10 09:08:51 +0000 2025,gibran rakabuming raka wakil presiden ri memantau pelaksanaan program makan bergizi gratis di sma negeri  surabaya senin  ia memastikan program tersebut berjalan optimal dan memberikan dampak nyata bagi siswa gibran juga berdialog dengan para siswa,"['gibran', 'rakabuming', 'raka', 'wakil', 'presiden', 'ri', 'pantau', 'laksana', 'program', 'makan', 'gizi', 'gratis', 'sma', 'negeri', 'surabaya', 'senin', 'program', 'jalan', 'optimal', 'dampak', 'nyata', 'siswa', 'gibran', 'dialog', 'siswa']",8,positive
Mon Feb 10 09:08:50 +0000 2025,presiden ri jenderal tni purn h prabowo subianto telah menginisiasi program ketahanan pangan nasional dan makan bergizi gratis mbg untuk mendukung terwujudnya programprogram tersebut kapolri jenderal polisi drs listyo sigit prabowo,"['presiden', 'ri', 'jenderal', 'tni', 'purn', 'h', 'prabowo', 'subianto', 'inisiasi', 'program', 'tahan', 'pangan', 'nasional', 'makan', 'gizi', 'gratis', 'mbg', 'dukung', 'wujud', 'programprogram', 'kapolri', 'jenderal', 'polisi', 'drs', 'listyo', 'sigit', 'prabowo']",8,positive
Mon Feb 10 09:08:01 +0000 2025,kapolres bulukumba hadiri kegiatan uji coba makan bergizi gratis bulukumba  kapolres bulukumba menghadiri pelaksanaan uji coba makan bergizi gratis yang dilaksanakan di desa bonto bulaeng kec bulukumpa kab bulukumba sulsel jumat,"['kapolres', 'bulukumba', 'hadir', 'giat', 'uji', 'coba', 'makan', 'gizi', 'gratis', 'bulukumba', 'kapolres', 'bulukumba', 'hadir', 'laksana', 'uji', 'coba', 'makan', 'gizi', 'gratis', 'laksana', 'desa', 'bonto', 'bulaeng', 'kec', 'bulukumpa', 'kab', 'bulukumba', 'sulsel', 'jumat']",4,positive
Mon Feb 10 09:06:43 +0000 2025,sungguh langkah yang luar biasa program makan bergizi gratis ini tentu memberikan dampak positif bagi anakanak tidak hanya dari segi kesehatan tetapi juga dari segi pendidikan makanan bergizi sangat penting untuk mendukung tumbuh kembang anakanak agar mereka bisa belajar,"['sungguh', 'langkah', 'program', 'makan', 'gizi', 'gratis', 'dampak', 'positif', 'anakanak', 'segi', 'sehat', 'segi', 'didik', 'makan', 'gizi', 'dukung', 'tumbuh', 'kembang', 'anakanak', 'ajar']",8,positive
Mon Feb 10 09:06:01 +0000 2025,makan bergizi gratis untuk anakanak adalah investasi untuk masa depan mereka yang lebih sehat cerdas dan penuh semangat,"['makan', 'gizi', 'gratis', 'anakanak', 'investasi', 'sehat', 'cerdas', 'penuh', 'semangat']",6,positive
Mon Feb 10 09:05:48 +0000 2025,nah mestinya sih gitu ya tapi mereka mikirnya ya makan gratis aja,"['mesti', '', 'gitu', 'ya', 'mikirnya', 'ya', 'makan', 'gratis']",5,positive
Mon Feb 10 09:04:07 +0000 2025,mendukung penuh langkah strategis pemerintah dalam mewujudkan swasembada pangan dan memberikan makan bergizi gratis demi masa depan yang lebih sehat dan sejahtera polri berkomitmen  dengan maksimal berikan pelayanan kepada masyarakat,"['dukung', 'penuh', 'langkah', 'strategis', 'perintah', 'wujud', 'swasembada', 'pangan', 'makan', 'gizi', 'gratis', 'sehat', 'sejahtera', 'polri', 'komitmen', 'maksimal', 'layan', 'masyarakat']",16,positive
